evaluation,metric_type,comparison,level,class_metric_kind,class,support,tp,fp,fn,precision,recall,f1,cohen_kappa_one_vs_rest
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level2,multi_label,03-01,105,82,44,23,0.6507936507936508,0.780952380952381,0.70995670995671,0.47673747227033775
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level2,multi_label,03-02,3,1,20,2,0.047619047619047616,0.3333333333333333,0.08333333333333333,0.06421714664018499
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level2,multi_label,03-03,1,0,20,1,0.0,0.0,,-0.007466865783088737
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level2,multi_label,03-04,13,7,24,6,0.22580645161290322,0.5384615384615384,0.3181818181818182,0.2658541230241861
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level2,multi_label,03-05,38,24,27,14,0.47058823529411764,0.631578947368421,0.5393258426966293,0.44533347370637477
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level2,multi_label,03-06,2,1,5,1,0.16666666666666666,0.5,0.25,0.2411417322834639
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level2,multi_label,03-07,2,0,14,2,0.0,0.0,,-0.013806706114398073
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level2,multi_label,03-08,25,14,36,11,0.28,0.56,0.37333333333333335,0.27994038748137073
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level2,multi_label,03-09,10,3,27,7,0.1,0.3,0.15,0.09731404958677708
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level2,multi_label,03-99,0,0,9,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level2,multi_label,04-00,1,0,0,1,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level2,multi_label,04-01,1,0,1,1,0.0,0.0,,-0.003906249999992727
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level2,multi_label,04-02,1,0,3,1,0.0,0.0,,-0.005870841487283326
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level2,multi_label,04-05,1,0,0,1,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level2,multi_label,04-99,0,0,2,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level2,multi_label,05-00,0,0,1,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level2,multi_label,05-03,4,0,0,4,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level2,multi_label,05-04,1,0,0,1,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level2,multi_label,05-05,3,0,0,3,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level2,multi_label,BLANK,0,0,26,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level1,multi_label,00,0,0,4,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level1,multi_label,01,42,29,74,13,0.2815533980582524,0.6904761904761905,0.39999999999999997,0.21857197777234127
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level1,multi_label,02,1,0,0,1,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level1,multi_label,03,202,175,32,27,0.8454106280193237,0.8663366336633663,0.8557457212713936,0.2942518035838958
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level1,multi_label,04,4,0,6,4,0.0,0.0,,-0.019032513877874233
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level1,multi_label,05,8,0,1,8,0.0,0.0,,-0.0069656073138875075
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level1,multi_label,BLANK,0,0,26,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,00-02-00,0,0,3,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,00-03-00,0,0,1,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,00-04-00,0,0,1,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,01-00-00,14,0,0,14,,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,01-01-00,13,1,3,12,0.25,0.07692307692307693,0.11764705882352941,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,01-01-01,12,7,5,5,0.5833333333333334,0.5833333333333334,0.5833333333333334,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,01-01-02,11,7,6,4,0.5384615384615384,0.6363636363636364,0.5833333333333334,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,01-01-04,25,9,12,16,0.42857142857142855,0.36,0.391304347826087,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,01-01-05,9,4,6,5,0.4,0.4444444444444444,0.4210526315789474,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,01-01-06,28,6,6,22,0.5,0.21428571428571427,0.3,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,01-01-99,0,0,2,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,01-03-00,3,0,2,3,0.0,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,01-04-00,3,0,0,3,,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,01-04-01,28,7,2,21,0.7777777777777778,0.25,0.3783783783783784,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,01-04-02,2,1,22,1,0.043478260869565216,0.5,0.08,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,01-04-03,6,2,0,4,1.0,0.3333333333333333,0.5,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,01-05-00,2,2,10,0,0.16666666666666666,1.0,0.2857142857142857,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,02-03-00,2,2,2,0,0.5,1.0,0.6666666666666666,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,02-05-00,2,0,0,2,,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-00-00,3,0,0,3,,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-01-00,4,0,0,4,,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-01-01,1,0,4,1,0.0,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-01-02,33,19,3,14,0.8636363636363636,0.5757575757575758,0.6909090909090909,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-01-03,4,3,4,1,0.42857142857142855,0.75,0.5454545454545454,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-01-04,42,26,9,16,0.7428571428571429,0.6190476190476191,0.6753246753246753,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-01-99,0,0,3,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-02-00,0,0,34,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-02-01,0,0,1,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-02-02,1,1,2,0,0.3333333333333333,1.0,0.5,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-03-00,14,0,1,14,0.0,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-03-01,1,0,1,1,0.0,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-03-02,3,1,6,2,0.14285714285714285,0.3333333333333333,0.2,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-03-03,3,2,12,1,0.14285714285714285,0.6666666666666666,0.23529411764705882,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-03-99,0,0,1,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-04-00,2,0,1,2,0.0,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-04-01,1,1,0,0,1.0,1.0,1.0,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-04-02,1,1,6,0,0.14285714285714285,1.0,0.25,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-04-99,0,0,2,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-05-00,1,0,0,1,,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-05-01,1,0,6,1,0.0,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-06-00,7,0,0,7,,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-06-02,1,0,0,1,,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-06-03,1,0,0,1,,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-06-04,2,0,0,2,,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-06-99,0,0,3,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-07-01,1,1,2,0,0.3333333333333333,1.0,0.5,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-07-99,0,0,1,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-08-00,8,5,4,3,0.5555555555555556,0.625,0.5882352941176471,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-08-01,3,0,2,3,0.0,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,03-09-01,0,0,3,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,04-00-00,2,0,0,2,,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,04-01-00,2,1,1,1,0.5,0.5,0.5,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,04-02-00,1,0,1,1,0.0,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,04-03-00,3,2,0,1,1.0,0.6666666666666666,0.8,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,04-05-00,4,1,0,3,1.0,0.25,0.4,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,04-06-00,1,1,2,0,0.3333333333333333,1.0,0.5,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,04-08-00,1,0,0,1,,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,04-09-00,0,0,2,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,04-99-00,0,0,2,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,05-03-00,1,0,2,1,0.0,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,05-05-00,1,1,5,0,0.16666666666666666,1.0,0.2857142857142857,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,full,single_label,05-06-00,16,7,0,9,1.0,0.4375,0.6086956521739131,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,00-02,0,0,3,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,00-03,0,0,1,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,00-04,0,0,1,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,01-00,14,0,0,14,,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,01-01,98,54,20,44,0.7297297297297297,0.5510204081632653,0.6279069767441859,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,01-03,3,0,2,3,0.0,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,01-04,39,19,15,20,0.5588235294117647,0.48717948717948717,0.5205479452054794,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,01-05,2,2,10,0,0.16666666666666666,1.0,0.2857142857142857,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,02-03,2,2,2,0,0.5,1.0,0.6666666666666666,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,02-05,2,0,0,2,,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,03-00,3,0,0,3,,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,03-01,84,62,9,22,0.8732394366197183,0.7380952380952381,0.8,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,03-02,1,1,37,0,0.02631578947368421,1.0,0.05128205128205127,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,03-03,21,17,7,4,0.7083333333333334,0.8095238095238095,0.7555555555555556,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,03-04,4,2,9,2,0.18181818181818182,0.5,0.26666666666666666,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,03-05,2,1,5,1,0.16666666666666666,0.5,0.25,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,03-06,11,2,1,9,0.6666666666666666,0.18181818181818182,0.28571428571428575,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,03-07,1,1,3,0,0.25,1.0,0.4,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,03-08,11,6,5,5,0.5454545454545454,0.5454545454545454,0.5454545454545454,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,03-09,0,0,3,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,04-00,2,0,0,2,,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,04-01,2,1,1,1,0.5,0.5,0.5,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,04-02,1,0,1,1,0.0,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,04-03,3,2,0,1,1.0,0.6666666666666666,0.8,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,04-05,4,1,0,3,1.0,0.25,0.4,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,04-06,1,1,2,0,0.3333333333333333,1.0,0.5,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,04-08,1,0,0,1,,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,04-09,0,0,2,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,04-99,0,0,2,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,05-03,1,0,2,1,0.0,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,05-05,1,1,5,0,0.16666666666666666,1.0,0.2857142857142857,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level2,single_label,05-06,16,7,0,9,1.0,0.4375,0.6086956521739131,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level1,single_label,00,0,0,5,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level1,single_label,01,156,101,21,55,0.8278688524590164,0.6474358974358975,0.7266187050359713,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level1,single_label,02,4,2,2,2,0.5,0.5,0.5,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level1,single_label,03,138,117,54,21,0.6842105263157895,0.8478260869565217,0.7572815533980581,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level1,single_label,04,14,8,5,6,0.6153846153846154,0.5714285714285714,0.5925925925925927,
Evaluation 3: EXP2 vs EXP1 vs PHY,direct,EXP1_direct vs PHY_direct,level1,single_label,05,18,15,0,3,1.0,0.8333333333333334,0.9090909090909091,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,00-02-00,0,0,12,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,00-03-00,0,0,14,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,00-04-00,0,0,1,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,01-00-00,30,0,0,30,,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,01-01-00,214,19,42,195,0.3114754098360656,0.08878504672897196,0.13818181818181816,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,01-01-01,206,158,228,48,0.40932642487046633,0.7669902912621359,0.5337837837837838,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,01-01-02,57,39,35,18,0.527027027027027,0.6842105263157895,0.5954198473282442,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,01-01-03,0,0,3,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,01-01-04,209,137,90,72,0.6035242290748899,0.6555023923444976,0.6284403669724771,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,01-01-05,70,22,44,48,0.3333333333333333,0.3142857142857143,0.3235294117647059,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,01-01-06,15,1,19,14,0.05,0.06666666666666667,0.05714285714285715,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,01-01-99,0,0,33,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,01-03-00,16,5,8,11,0.38461538461538464,0.3125,0.3448275862068966,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,01-04-00,41,1,1,40,0.5,0.024390243902439025,0.046511627906976744,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,01-04-01,40,29,98,11,0.2283464566929134,0.725,0.34730538922155685,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,01-04-02,801,565,43,236,0.9292763157894737,0.7053682896379525,0.8019872249822568,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,01-04-03,27,9,9,18,0.5,0.3333333333333333,0.4,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,01-05-00,52,39,74,13,0.34513274336283184,0.75,0.47272727272727283,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,01-07-00,3,3,0,0,1.0,1.0,1.0,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,01-99-00,0,0,26,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,02-00-00,9,0,0,9,,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,02-01-00,6,4,1,2,0.8,0.6666666666666666,0.7272727272727272,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,02-02-00,5,4,1,1,0.8,0.8,0.8000000000000002,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,02-03-00,17,12,1,5,0.9230769230769231,0.7058823529411765,0.8000000000000002,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,02-04-00,11,10,60,1,0.14285714285714285,0.9090909090909091,0.24691358024691357,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,02-05-00,6,4,3,2,0.5714285714285714,0.6666666666666666,0.6153846153846153,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,02-06-00,1,0,2,1,0.0,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,02-99-00,0,0,7,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,03-00-00,47,0,0,47,,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,03-01-00,29,3,1,26,0.75,0.10344827586206896,0.18181818181818182,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,03-01-01,124,65,121,59,0.34946236559139787,0.5241935483870968,0.41935483870967744,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,03-01-02,145,54,23,91,0.7012987012987013,0.3724137931034483,0.4864864864864865,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,03-01-03,16,6,33,10,0.15384615384615385,0.375,0.2181818181818182,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,03-01-04,139,70,70,69,0.5,0.5035971223021583,0.5017921146953405,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,03-01-99,0,0,33,0,0.0,,,
